exercise,w1,r1,w2,r2,volume,delta_weight,delta_reps,session_gap,session_date,next_weight,next_reps
Lat Pulldown (Cable),50.0,16,40.0,15,2780.0,-10.0,-1.0,3.3291666666666666,2026-01-25T05:21:00+00:00,45.0,20.0
Lat Pulldown (Cable),55.0,11,40.0,11,2795.0,-15.0,0.0,3.665277777777778,2026-01-28T13:15:00+00:00,40.0,18.0
Lat Pulldown (Cable),50.0,14,35.0,10,2580.0,-15.0,-4.0,3.223611111111111,2026-02-01T05:13:00+00:00,45.0,20.0
Lat Pulldown (Cable),50.0,12,35.0,12,2670.0,-15.0,0.0,7.104861111111111,2026-02-04T10:35:00+00:00,40.0,22.0
Lat Pulldown (Cable),50.0,14,35.0,12,2750.0,-15.0,-2.0,3.651388888888889,2026-02-11T13:06:00+00:00,45.0,20.0
Lat Pulldown (Cable),50.0,14,35.0,8,2580.0,-15.0,-6.0,3.2395833333333335,2026-02-15T04:44:00+00:00,45.0,18.0
Lat Pulldown (Cable),55.0,9,40.0,10,2405.0,-15.0,1.0,3.7715277777777776,2026-02-18T10:29:00+00:00,50.0,12.0
Lat Pulldown (Cable),50.0,15,35.0,13,1805.0,-15.0,-2.0,2.792361111111111,2026-02-22T05:00:00+00:00,50.0,12.0
Lat Pulldown (Cable),50.0,18,35.0,8,1780.0,-15.0,-10.0,5.43125,2026-02-25T00:01:00+00:00,50.0,15.0
Lat Pulldown (Cable),55.0,8,40.0,11,2235.0,-15.0,3.0,4.999305555555556,2026-03-02T10:22:00+00:00,50.0,16.0
Lat Pulldown (Cable),55.0,12,40.0,10,2355.0,-15.0,-2.0,4.15625,2026-03-07T10:21:00+00:00,45.0,17.0
Lat Pulldown (Cable),45.0,16,30.0,12,2595.0,-15.0,-4.0,3.6597222222222223,2026-03-11T14:06:00+00:00,45.0,18.0
Lat Pulldown (Cable),50.0,10,35.0,10,1660.0,-15.0,0.0,3.33125,2026-03-15T05:56:00+00:00,45.0,15.0
Lat Pulldown (Cable),50.0,10,40.0,8,2245.0,-10.0,-2.0,3.642361111111111,2026-03-18T13:53:00+00:00,45.0,18.0
Lat Pulldown - Close Grip (Cable),35.0,9,25.0,10,2350.0,-10.0,1.0,10.806944444444444,2025-05-28T10:22:00+00:00,35.0,13.0
Lat Pulldown - Close Grip (Cable),30.0,7,25.0,7,1720.0,-5.0,0.0,6.166666666666667,2025-06-08T05:44:00+00:00,35.0,21.0
Lat Pulldown - Close Grip (Cable),40.0,11,30.0,6,1875.0,-10.0,-5.0,10.977777777777778,2025-06-14T09:44:00+00:00,35.0,12.0
Lat Pulldown - Close Grip (Cable),40.0,13,30.0,7,1745.0,-10.0,-6.0,7.074305555555555,2025-06-25T09:12:00+00:00,40.0,14.0
Lat Pulldown - Close Grip (Cable),45.0,10,35.0,7,1660.0,-10.0,-3.0,7.093055555555556,2025-07-02T10:59:00+00:00,40.0,15.0
Lat Pulldown - Close Grip (Cable),45.0,10,35.0,8,1330.0,-10.0,-2.0,10.65,2025-07-09T13:13:00+00:00,40.0,17.0
Lat Pulldown - Close Grip (Cable),45.0,11,35.0,10,2065.0,-10.0,-1.0,3.3229166666666665,2025-07-20T04:49:00+00:00,40.0,18.0
Lat Pulldown - Close Grip (Cable),45.0,14,40.0,11,2375.0,-5.0,-3.0,7.009027777777778,2025-07-23T12:34:00+00:00,40.0,19.0
Lat Pulldown - Close Grip (Cable),35.0,5,30.0,6,2465.0,-5.0,1.0,7.020833333333333,2025-07-30T12:47:00+00:00,40.0,20.0
Lat Pulldown - Close Grip (Cable),45.0,15,35.0,7,2395.0,-10.0,-8.0,6.976388888888889,2025-08-06T13:17:00+00:00,40.0,16.0
Lat Pulldown - Close Grip (Cable),45.0,10,35.0,9,2485.0,-10.0,-1.0,10.682638888888889,2025-08-13T12:43:00+00:00,35.0,18.0
Lat Pulldown - Close Grip (Cable),40.0,12,30.0,9,2060.0,-10.0,-3.0,10.247222222222222,2025-08-24T05:06:00+00:00,40.0,13.0
Lat Pulldown - Close Grip (Cable),40.0,15,30.0,10,2015.0,-10.0,-5.0,8.130555555555556,2025-09-03T11:02:00+00:00,40.0,17.0
Lat Pulldown - Close Grip (Cable),45.0,15,45.0,16,2075.0,0.0,1.0,9.609027777777778,2025-09-11T14:10:00+00:00,40.0,17.0
Lat Pulldown - Close Grip (Cable),30.0,9,25.0,10,2210.0,-5.0,1.0,7.00625,2025-09-21T04:47:00+00:00,40.0,18.0
Lat Pulldown - Close Grip (Cable),35.0,9,25.0,12,2190.0,-10.0,3.0,6.997222222222222,2025-09-28T04:56:00+00:00,40.0,18.0
Lat Pulldown - Close Grip (Cable),35.0,12,30.0,10,2520.0,-5.0,-2.0,7.0152777777777775,2025-10-05T04:52:00+00:00,40.0,19.0
Lat Pulldown - Close Grip (Cable),35.0,7,30.0,8,2505.0,-5.0,1.0,3.2555555555555555,2025-10-12T05:14:00+00:00,40.0,19.0
Lat Pulldown - Close Grip (Cable),35.0,12,25.0,13,2855.0,-10.0,1.0,6.629166666666666,2025-10-15T11:22:00+00:00,45.0,13.0
Lat Pulldown - Close Grip (Cable),50.0,9,40.0,10,1835.0,-10.0,1.0,8.353472222222223,2025-10-22T02:28:00+00:00,45.0,15.0
Lat Pulldown - Close Grip (Cable),50.0,11,40.0,10,2175.0,-10.0,-1.0,6.003472222222222,2025-10-30T10:57:00+00:00,45.0,17.0
Lat Pulldown - Close Grip (Cable),50.0,12,40.0,13,2485.0,-10.0,1.0,7.019444444444445,2025-11-05T11:02:00+00:00,45.0,19.0
Lat Pulldown - Close Grip (Cable),50.0,13,40.0,12,2685.0,-10.0,-1.0,6.967361111111111,2025-11-12T11:30:00+00:00,45.0,20.0
Lat Pulldown - Close Grip (Cable),50.0,12,40.0,12,2730.0,-10.0,0.0,6.99375,2025-11-19T10:43:00+00:00,50.0,16.0
Lat Pulldown - Close Grip (Cable),50.0,13,40.0,7,2230.0,-10.0,-6.0,7.009722222222222,2025-11-26T10:34:00+00:00,50.0,16.0
Lat Pulldown - Close Grip (Cable),45.0,8,35.0,10,2500.0,-10.0,2.0,6.990277777777778,2025-12-03T10:48:00+00:00,50.0,16.0
Lat Pulldown - Close Grip (Cable),45.0,7,35.0,10,2500.0,-10.0,3.0,7.020833333333333,2025-12-10T10:34:00+00:00,50.0,18.0
Lat Pulldown - Close Grip (Cable),45.0,8,35.0,10,2765.0,-10.0,2.0,6.972222222222222,2025-12-17T11:04:00+00:00,50.0,21.0
Lat Pulldown - Close Grip (Cable),45.0,7,40.0,6,2870.0,-5.0,-1.0,6.802777777777778,2025-12-24T10:24:00+00:00,55.0,15.0
Lat Pulldown - Close Grip (Cable),40.0,8,35.0,5,2510.0,-5.0,-3.0,3.953472222222222,2025-12-31T05:40:00+00:00,55.0,15.0
Lat Pulldown - Close Grip (Cable),45.0,10,40.0,9,2835.0,-5.0,-1.0,3.357638888888889,2026-01-04T04:33:00+00:00,50.0,17.0
Lat Pulldown - Close Grip (Cable),40.0,18,0.0,7,2285.0,-40.0,-11.0,7.042361111111111,2026-01-07T13:08:00+00:00,55.0,15.0
Lat Pulldown - Close Grip (Cable),55.0,13,40.0,12,2020.0,-15.0,-1.0,3.6486111111111112,2026-01-14T14:09:00+00:00,55.0,17.0
Lat Pulldown - Close Grip (Cable),55.0,15,40.0,8,2980.0,-15.0,-7.0,3.3118055555555554,2026-01-18T05:43:00+00:00,50.0,20.0
Lat Pulldown - Close Grip (Cable),55.0,15,45.0,8,3175.0,-10.0,-7.0,7.002083333333333,2026-01-21T13:12:00+00:00,50.0,20.0
Lat Pulldown - Close Grip (Cable),55.0,15,45.0,18,2635.0,-10.0,3.0,6.888888888888889,2026-01-28T13:15:00+00:00,45.0,20.0
Lat Pulldown - Close Grip (Cable),40.0,10,30.0,7,2260.0,-10.0,-3.0,13.995833333333334,2026-02-04T10:35:00+00:00,45.0,20.0
Lat Pulldown - Close Grip (Cable),55.0,9,40.0,12,2625.0,-15.0,3.0,6.563888888888889,2026-02-18T10:29:00+00:00,58.0,15.0
Lat Pulldown - Close Grip (Cable),50.0,15,35.0,15,2145.0,-15.0,0.0,10.430555555555555,2026-02-25T00:01:00+00:00,50.0,14.0
Lat Pulldown - Close Grip (Cable),55.0,10,35.0,12,2330.0,-20.0,2.0,4.15625,2026-03-07T10:21:00+00:00,50.0,16.0
Lat Pulldown - Close Grip (Cable),45.0,12,40.0,16,1980.0,-5.0,4.0,6.990972222222222,2026-03-11T14:06:00+00:00,45.0,15.0
Lateral Raise (Dumbbell),7.5,12,5.0,15,682.5,-2.5,3.0,14.033333333333333,2025-07-10T12:55:00+00:00,7.5,20.0
Lateral Raise (Dumbbell),7.5,10,5.0,17,725.0,-2.5,7.0,6.988194444444445,2025-07-24T13:43:00+00:00,7.5,26.0
Lateral Raise (Dumbbell),7.5,11,5.0,15,812.5,-2.5,4.0,6.999305555555556,2025-07-31T13:26:00+00:00,7.5,27.0
Lateral Raise (Dumbbell),10.0,10,7.5,12,780.0,-2.5,2.0,6.957638888888889,2025-08-07T13:25:00+00:00,10.0,15.0
Lateral Raise (Dumbbell),5.0,12,2.5,15,560.0,-2.5,3.0,7.021527777777778,2025-08-14T12:24:00+00:00,10.0,17.0
Lateral Raise (Dumbbell),5.0,18,2.5,15,895.0,-2.5,-3.0,4.715972222222222,2025-08-21T12:55:00+00:00,7.5,21.0
Lateral Raise (Dumbbell),7.5,10,5.0,10,715.0,-2.5,0.0,9.1625,2025-08-26T06:06:00+00:00,7.5,26.0
Lateral Raise (Dumbbell),5.0,10,2.5,15,667.5,-2.5,5.0,8.127777777777778,2025-09-04T10:00:00+00:00,7.5,24.0
Lateral Raise (Dumbbell),7.5,8,5.0,12,650.0,-2.5,4.0,6.0256944444444445,2025-09-12T13:04:00+00:00,7.5,28.0
Lateral Raise (Dumbbell),5.0,15,2.5,18,840.0,-2.5,3.0,11.970138888888888,2025-09-18T13:41:00+00:00,7.5,25.0
Lateral Raise (Dumbbell),5.0,12,2.5,20,840.0,-2.5,8.0,7.060416666666667,2025-09-30T12:58:00+00:00,7.5,25.0
Lateral Raise (Dumbbell),5.0,15,2.5,20,867.5,-2.5,5.0,8.938194444444445,2025-10-07T14:25:00+00:00,7.5,26.0
Lateral Raise (Dumbbell),5.0,18,2.5,23,950.0,-2.5,5.0,12.995833333333334,2025-10-16T12:56:00+00:00,7.5,25.0
Lateral Raise (Dumbbell),5.0,17,2.5,25,710.0,-2.5,8.0,3.701388888888889,2025-10-29T12:50:00+00:00,7.5,27.0
Lateral Raise (Dumbbell),5.0,17,2.5,25,745.0,-2.5,8.0,4.241666666666666,2025-11-02T05:40:00+00:00,10.0,22.0
Lateral Raise (Dumbbell),5.0,20,2.5,22,897.5,-2.5,2.0,6.957638888888889,2025-11-06T11:28:00+00:00,10.0,22.0
Lateral Raise (Dumbbell),5.0,18,2.5,23,827.5,-2.5,5.0,7.047916666666667,2025-11-13T10:27:00+00:00,10.0,24.0
Lateral Raise (Dumbbell),5.0,17,2.5,17,855.0,-2.5,0.0,6.944444444444445,2025-11-20T11:36:00+00:00,10.0,24.0
Lateral Raise (Dumbbell),5.0,15,2.5,21,860.0,-2.5,6.0,8.025694444444444,2025-11-27T10:16:00+00:00,10.0,24.0
Lateral Raise (Dumbbell),5.0,18,2.5,20,980.0,-2.5,2.0,5.998611111111111,2025-12-05T10:53:00+00:00,10.0,25.0
Lateral Raise (Dumbbell),5.0,15,2.5,30,987.5,-2.5,15.0,7.010416666666667,2025-12-11T10:51:00+00:00,10.0,25.0
Lateral Raise (Dumbbell),5.0,16,2.5,25,1005.0,-2.5,9.0,6.975694444444445,2025-12-18T11:06:00+00:00,10.0,26.0
Lateral Raise (Dumbbell),5.0,18,2.5,25,1057.5,-2.5,7.0,1.9958333333333333,2025-12-25T10:31:00+00:00,2.5,40.0
Lateral Raise (Dumbbell),2.5,25,2.5,40,100.0,0.0,15.0,12.00625,2025-12-27T10:25:00+00:00,10.0,27.0
Lateral Raise (Dumbbell),5.0,18,2.5,25,1010.0,-2.5,7.0,7.067361111111111,2026-01-08T10:34:00+00:00,10.0,25.0
Lateral Raise (Dumbbell),5.0,17,2.5,30,1055.0,-2.5,13.0,6.999305555555556,2026-01-15T12:11:00+00:00,10.0,25.0
Lateral Raise (Dumbbell),5.0,17,2.5,30,1007.5,-2.5,13.0,7.001388888888889,2026-01-22T12:10:00+00:00,2.5,32.0
Lateral Raise (Dumbbell),5.0,22,2.5,25,620.0,-2.5,3.0,6.919444444444444,2026-01-29T12:12:00+00:00,5.0,40.0
Lateral Raise (Dumbbell),5.0,20,2.5,30,780.0,-2.5,10.0,7.094444444444444,2026-02-05T10:16:00+00:00,7.5,24.0
Lateral Raise (Dumbbell),5.0,22,2.5,24,855.0,-2.5,2.0,6.936805555555556,2026-02-12T12:32:00+00:00,5.0,50.0
Lateral Raise (Dumbbell),2.5,24,5.0,50,250.0,2.5,26.0,6.760416666666667,2026-02-19T11:01:00+00:00,7.5,27.0
Lateral Raise (Dumbbell),5.0,18,2.5,35,765.0,-2.5,17.0,7.370138888888889,2026-02-26T05:16:00+00:00,10.0,22.0
Lateral Raise (Dumbbell),5.0,20,2.5,35,795.0,-2.5,15.0,6.979861111111111,2026-03-05T14:09:00+00:00,10.0,24.0
Lateral Raise (Dumbbell),5.0,19,2.5,34,917.5,-2.5,15.0,6.615972222222222,2026-03-12T13:40:00+00:00,10.0,20.0
Leg Extension (Machine),60.0,12,50.0,10,2995.0,-10.0,-2.0,5.930555555555555,2025-05-24T12:34:00+00:00,55.0,20.0
Leg Extension (Machine),60.0,16,60.0,15,2960.0,0.0,-1.0,6.970833333333333,2025-05-30T10:54:00+00:00,55.0,21.0
Leg Extension (Machine),60.0,20,60.0,18,3435.0,0.0,-2.0,6.947916666666667,2025-06-06T10:12:00+00:00,60.0,22.0
Leg Extension (Machine),60.0,22,65.0,15,2295.0,5.0,-7.0,14.221527777777778,2025-06-13T08:57:00+00:00,65.0,15.0
Leg Extension (Machine),60.0,15,50.0,4,2985.0,-10.0,-11.0,7.877777777777778,2025-06-27T14:16:00+00:00,65.0,17.0
Leg Extension (Machine),75.0,9,60.0,9,3440.0,-15.0,0.0,6.0368055555555555,2025-07-05T11:20:00+00:00,65.0,17.0
Leg Extension (Machine),70.0,16,50.0,12,2825.0,-20.0,-4.0,7.036111111111111,2025-07-11T12:13:00+00:00,60.0,18.0
Leg Extension (Machine),70.0,15,75.0,9,2805.0,5.0,-6.0,6.975694444444445,2025-07-18T13:05:00+00:00,50.0,25.0
Leg Extension (Machine),60.0,18,65.0,19,3565.0,5.0,1.0,7.007638888888889,2025-07-25T12:30:00+00:00,65.0,19.0
Leg Extension (Machine),60.0,7,50.0,4,3805.0,-10.0,-3.0,7.051388888888889,2025-08-01T12:41:00+00:00,60.0,18.0
Leg Extension (Machine),65.0,19,50.0,20,3315.0,-15.0,1.0,5.936805555555556,2025-08-08T13:55:00+00:00,50.0,15.0
Leg Extension (Machine),60.0,13,50.0,7,1880.0,-10.0,-6.0,8.090972222222222,2025-08-14T12:24:00+00:00,40.0,20.0
Leg Extension (Machine),50.0,20,40.0,8,3115.0,-10.0,-12.0,6.947222222222222,2025-08-22T14:35:00+00:00,20.0,20.0
Leg Extension (Machine),50.0,20,40.0,8,2520.0,-10.0,-12.0,6.884722222222222,2025-08-29T13:19:00+00:00,50.0,22.0
Leg Extension (Machine),60.0,19,45.0,8,3680.0,-15.0,-11.0,5.136805555555555,2025-09-05T10:33:00+00:00,35.0,22.0
Leg Extension (Machine),60.0,20,40.0,15,5250.0,-20.0,-5.0,1.9680555555555554,2025-09-10T13:50:00+00:00,40.0,18.0
Leg Extension (Machine),55.0,20,60.0,12,3390.0,5.0,-8.0,6.976388888888889,2025-09-12T13:04:00+00:00,45.0,20.0
Leg Extension (Machine),65.0,15,40.0,7,3255.0,-25.0,-8.0,6.910416666666666,2025-09-19T12:30:00+00:00,55.0,18.0
Leg Extension (Machine),50.0,15,40.0,7,2920.0,-10.0,-8.0,7.094444444444444,2025-09-26T10:21:00+00:00,50.0,20.0
Leg Extension (Machine),55.0,15,60.0,12,2545.0,5.0,-3.0,7.925,2025-10-03T12:37:00+00:00,50.0,20.0
Leg Extension (Machine),55.0,23,60.0,20,3465.0,5.0,-3.0,6.0465277777777775,2025-10-11T10:49:00+00:00,55.0,20.0
Leg Extension (Machine),65.0,15,50.0,16,2875.0,-15.0,1.0,10.91875,2025-10-17T11:56:00+00:00,65.0,16.0
Leg Extension (Machine),75.0,12,60.0,7,3200.0,-15.0,-5.0,10.004861111111111,2025-10-28T09:59:00+00:00,65.0,17.0
Leg Extension (Machine),75.0,12,60.0,7,3475.0,-15.0,-5.0,8.038194444444445,2025-11-07T10:06:00+00:00,70.0,16.0
Leg Extension (Machine),70.0,18,75.0,15,3505.0,5.0,-3.0,6.006944444444445,2025-11-15T11:01:00+00:00,70.0,18.0
Leg Extension (Machine),60.0,4,50.0,5,3925.0,-10.0,1.0,6.979861111111111,2025-11-21T11:11:00+00:00,70.0,15.0
Leg Extension (Machine),70.0,19,55.0,8,3940.0,-15.0,-11.0,5.99375,2025-11-28T10:42:00+00:00,70.0,16.0
Leg Extension (Machine),65.0,18,50.0,15,4140.0,-15.0,-3.0,7.998611111111111,2025-12-04T10:33:00+00:00,70.0,19.0
Leg Extension (Machine),55.0,20,65.0,20,3730.0,10.0,0.0,6.9944444444444445,2025-12-12T10:31:00+00:00,35.0,25.0
Leg Extension (Machine),80.0,10,65.0,10,4710.0,-15.0,0.0,7.000694444444444,2025-12-19T10:23:00+00:00,70.0,13.0
Leg Extension (Machine),55.0,7,45.0,4,3425.0,-10.0,-3.0,7.014583333333333,2025-12-26T10:24:00+00:00,55.0,18.0
Leg Extension (Machine),50.0,10,40.0,6,3850.0,-10.0,-4.0,6.997222222222222,2026-01-02T10:45:00+00:00,55.0,18.0
Leg Extension (Machine),65.0,17,55.0,14,4065.0,-10.0,-3.0,7.0993055555555555,2026-01-09T10:41:00+00:00,45.0,16.0
Leg Extension (Machine),65.0,20,45.0,13,3595.0,-20.0,-7.0,6.9625,2026-01-16T13:04:00+00:00,60.0,16.0
Leg Extension (Machine),75.0,17,60.0,12,4145.0,-15.0,-5.0,6.942361111111111,2026-01-23T12:10:00+00:00,70.0,18.0
Leg Extension (Machine),75.0,16,60.0,9,4125.0,-15.0,-7.0,7.105555555555555,2026-01-30T10:47:00+00:00,70.0,20.0
Leg Extension (Machine),70.0,20,50.0,12,4800.0,-20.0,-8.0,7.00625,2026-02-06T13:19:00+00:00,60.0,20.0
Leg Extension (Machine),75.0,18,55.0,12,4610.0,-20.0,-6.0,6.88125,2026-02-13T13:28:00+00:00,75.0,16.0
Leg Extension (Machine),80.0,12,80.0,12,3120.0,0.0,0.0,7.006944444444445,2026-02-20T10:37:00+00:00,75.0,17.0
Leg Extension (Machine),85.0,10,60.0,13,4105.0,-25.0,3.0,7.095833333333333,2026-02-27T10:47:00+00:00,75.0,18.0
Leg Extension (Machine),85.0,11,50.0,12,4165.0,-35.0,1.0,6.902777777777778,2026-03-06T13:05:00+00:00,75.0,6.0
Leg Extension (Machine),65.0,15,50.0,12,2625.0,-15.0,-3.0,7.976388888888889,2026-03-13T10:45:00+00:00,60.0,18.0
Leg Press (Machine),300.0,18,340.0,16,16040.0,40.0,-2.0,13.91875,2025-05-30T10:54:00+00:00,290.0,19.0
Leg Press (Machine),290.0,19,340.0,10,8910.0,50.0,-9.0,14.221527777777778,2025-06-13T08:57:00+00:00,310.0,18.0
Leg Press (Machine),350.0,15,390.0,10,14730.0,40.0,-5.0,20.950694444444444,2025-06-27T14:16:00+00:00,210.0,22.0
Leg Press (Machine),260.0,20,260.0,20,15020.0,0.0,0.0,13.983333333333333,2025-07-18T13:05:00+00:00,250.0,20.0
Leg Press (Machine),260.0,20,250.0,20,5000.0,-10.0,0.0,28.02638888888889,2025-08-01T12:41:00+00:00,170.0,20.0
Leg Press (Machine),250.0,20,170.0,20,3400.0,-80.0,0.0,34.97083333333333,2025-08-29T13:19:00+00:00,210.0,16.0
Leg Press (Machine),250.0,18,300.0,18,13260.0,50.0,0.0,28.05763888888889,2025-10-03T12:37:00+00:00,170.0,19.0
Leg Press (Machine),170.0,19,250.0,20,8230.0,80.0,1.0,14.875694444444445,2025-10-31T14:00:00+00:00,260.0,19.0
Leg Press (Machine),310.0,19,350.0,19,17480.0,40.0,0.0,18.980555555555554,2025-11-15T11:01:00+00:00,210.0,15.0
Leg Press (Machine),300.0,17,340.0,19,14710.0,40.0,2.0,14.993055555555555,2025-12-04T10:33:00+00:00,250.0,20.0
Leg Press (Machine),300.0,20,340.0,21,18140.0,40.0,1.0,14.015277777777778,2025-12-19T10:23:00+00:00,170.0,25.0
Leg Press (Machine),170.0,25,210.0,20,8450.0,40.0,-5.0,48.99444444444445,2026-01-02T10:45:00+00:00,250.0,15.0
Leg Raise Parallel Bars,0.0,10,0.0,10,0.0,0.0,0.0,10.000694444444445,2026-02-26T05:16:00+00:00,0.0,10.0
Leg Raise Parallel Bars,0.0,15,0.0,5,0.0,0.0,-10.0,2.2819444444444446,2026-03-08T05:17:00+00:00,0.0,12.0
Leg Raise Parallel Bars,0.0,12,0.0,15,0.0,0.0,3.0,4.745138888888889,2026-03-10T12:03:00+00:00,0.0,15.0
Leg Raise Parallel Bars,0.0,15,0.0,14,0.0,0.0,-1.0,2.261111111111111,2026-03-15T05:56:00+00:00,0.0,11.0
Leg Raise Parallel Bars,0.0,11,0.0,12,0.0,0.0,1.0,1.6770833333333333,2026-03-17T12:12:00+00:00,0.0,16.0
Leg Raise Parallel Bars,0.0,16,0.0,16,0.0,0.0,0.0,3.035416666666667,2026-03-19T04:27:00+00:00,0.0,17.0
Lying Leg Raise,0.0,32,0.0,33,0.0,0.0,1.0,1.9958333333333333,2025-05-20T10:27:00+00:00,0.0,35.0
Lying Leg Raise,0.0,35,0.0,35,0.0,0.0,0.0,3.9833333333333334,2025-05-22T10:21:00+00:00,0.0,37.0
Lying Leg Raise,0.0,37,0.0,34,0.0,0.0,-3.0,3.0340277777777778,2025-05-26T09:57:00+00:00,0.0,40.0
Lying Leg Raise,0.0,40,0.0,30,0.0,0.0,-10.0,6.948611111111111,2025-05-29T10:46:00+00:00,0.0,42.0
Lying Leg Raise,0.0,42,0.0,34,0.0,0.0,-8.0,3.9868055555555557,2025-06-05T09:32:00+00:00,0.0,45.0
Lying Leg Raise,0.0,45,0.0,37,0.0,0.0,-8.0,15.0,2025-06-09T09:13:00+00:00,0.0,35.0
Lying Leg Raise,0.0,35,0.0,30,0.0,0.0,-5.0,7.017361111111111,2025-06-24T09:13:00+00:00,0.0,45.0
Lying Leg Raise,0.0,45,0.0,38,0.0,0.0,-7.0,7.047916666666667,2025-07-01T09:38:00+00:00,0.0,35.0
Lying Leg Raise,0.0,35,0.0,30,0.0,0.0,-5.0,24.079166666666666,2025-07-08T10:47:00+00:00,0.0,32.0
Lying Leg Raise,0.0,32,0.0,31,0.0,0.0,-1.0,11.004861111111111,2025-08-01T12:41:00+00:00,0.0,38.0
Lying Leg Raise,0.0,38,0.0,34,0.0,0.0,-4.0,26.916666666666668,2025-08-12T12:48:00+00:00,0.0,32.0
Lying Leg Raise,0.0,32,0.0,30,0.0,0.0,-2.0,15.09375,2025-09-08T10:48:00+00:00,0.0,37.0
Mountain Climber,0.0,25,0.0,25,0.0,0.0,0.0,3.9833333333333334,2025-05-22T10:21:00+00:00,0.0,35.0
Mountain Climber,0.0,35,0.0,40,0.0,0.0,5.0,13.969444444444445,2025-05-26T09:57:00+00:00,0.0,42.0
Overhead Triceps Extension (Cable),30.0,20,20.0,15,2365.0,-10.0,-5.0,6.990277777777778,2025-08-25T09:23:00+00:00,20.0,30.0
Plank,0.0,0,0.0,0,0.0,0.0,0.0,5.979166666666667,2025-05-20T10:27:00+00:00,0.0,0.0
Plank,0.0,0,0.0,0,0.0,0.0,0.0,190.02083333333334,2025-05-26T09:57:00+00:00,0.0,0.0
Plank,0.0,0,0.0,0,0.0,0.0,0.0,7.0159722222222225,2025-12-02T10:27:00+00:00,0.0,0.0
Plank,0.0,0,0.0,0,0.0,0.0,0.0,2.0006944444444446,2025-12-09T10:50:00+00:00,0.0,0.0
Plank,0.0,0,0.0,0,0.0,0.0,0.0,4.975694444444445,2025-12-11T10:51:00+00:00,0.0,0.0
Plank,0.0,0,0.0,0,0.0,0.0,0.0,2.0347222222222223,2025-12-16T10:16:00+00:00,0.0,0.0
Plank,0.0,0,0.0,0,0.0,0.0,0.0,5.008333333333334,2025-12-18T11:06:00+00:00,0.0,0.0
Plank,0.0,0,0.0,0,0.0,0.0,0.0,1.9673611111111111,2025-12-23T11:18:00+00:00,0.0,0.0
Plank,0.0,0,0.0,0,0.0,0.0,0.0,4.995138888888889,2025-12-25T10:31:00+00:00,0.0,0.0
Plank,0.0,0,0.0,0,0.0,0.0,0.0,7.04375,2025-12-30T10:24:00+00:00,0.0,0.0
Plank,0.0,0,0.0,0,0.0,0.0,0.0,1.9631944444444445,2026-01-06T11:27:00+00:00,0.0,0.0
Plank,0.0,0,0.0,0,0.0,0.0,0.0,5.079861111111111,2026-01-08T10:34:00+00:00,0.0,0.0
Plank,0.0,0,0.0,0,0.0,0.0,0.0,1.9875,2026-01-13T12:29:00+00:00,0.0,0.0
Plank,0.0,0,0.0,0,0.0,0.0,0.0,4.917361111111111,2026-01-15T12:11:00+00:00,0.0,0.0
Plank,0.0,0,0.0,0,0.0,0.0,0.0,2.0819444444444444,2026-01-20T10:12:00+00:00,0.0,0.0
Plank,0.0,0,0.0,0,0.0,0.0,0.0,4.927083333333333,2026-01-22T12:10:00+00:00,0.0,0.0
Preacher Curl (Dumbbell),10.0,13,7.5,12,512.5,-2.5,-1.0,14.10625,2025-06-23T09:40:00+00:00,10.0,16.0
Preacher Curl (Dumbbell),10.0,16,7.5,15,602.5,-2.5,-1.0,13.89236111111111,2025-07-07T12:13:00+00:00,10.0,15.0
Preacher Curl (Dumbbell),7.5,16,5.0,16,710.0,-2.5,0.0,49.048611111111114,2025-07-21T09:38:00+00:00,10.0,16.0
Preacher Curl (Dumbbell),7.5,18,5.0,20,765.0,-2.5,2.0,27.961805555555557,2025-09-08T10:48:00+00:00,10.0,18.0
Pull Up,0.0,4,0.0,4,0.0,0.0,0.0,6.9375,2025-05-21T11:52:00+00:00,0.0,5.0
Pull Up,0.0,4,0.0,5,0.0,0.0,1.0,10.806944444444444,2025-05-28T10:22:00+00:00,0.0,5.0
Pull Up,0.0,5,0.0,5,0.0,0.0,0.0,3.2125,2025-06-08T05:44:00+00:00,0.0,5.0
Pull Up,0.0,5,0.0,5,0.0,0.0,0.0,2.9541666666666666,2025-06-11T10:50:00+00:00,0.0,5.0
Pull Up,0.0,5,0.0,5,0.0,0.0,0.0,10.977777777777778,2025-06-14T09:44:00+00:00,0.0,3.0
Pull Up,0.0,5,0.0,3,0.0,0.0,-2.0,7.074305555555555,2025-06-25T09:12:00+00:00,0.0,3.0
Pull Up,0.0,3,0.0,3,0.0,0.0,0.0,3.745138888888889,2025-07-02T10:59:00+00:00,0.0,5.0
Pull Up,0.0,3,0.0,5,0.0,0.0,2.0,10.354166666666666,2025-07-06T04:52:00+00:00,0.0,4.0
Pull Up,0.0,5,0.0,4,0.0,0.0,-1.0,3.64375,2025-07-16T13:22:00+00:00,0.0,5.0
Pull Up,0.0,4,0.0,5,0.0,0.0,1.0,3.3229166666666665,2025-07-20T04:49:00+00:00,0.0,5.0
Pull Up,0.0,5,0.0,5,0.0,0.0,0.0,3.675,2025-07-23T12:34:00+00:00,0.0,5.0
Pull Up,0.0,5,0.0,5,0.0,0.0,0.0,3.3340277777777776,2025-07-27T04:46:00+00:00,0.0,5.0
